ID;JOUR;DEBUT;FIN;GRADE;DIPLOME;SEMESTRE;TYPE_RESA;INTITULE_EC;BATIMENT;SALLE;COMMENTAIRE
693866;08/12/2016;10:00;13:00;M2;MEEF 4;3;Examen;ENVIRO. NUM. DE TRAVAIL ET POST. PROF. AVEC LE NUM. (1);IUA;IUFM_TICE;ET des dispensés d'assiduité
693866;08/12/2016;10:00;13:00;M2;PIF;3;Examen;INTEG. DES TICE DANS LA SPECIALITE (1);IUA;IUFM_TICE;ET des dispensés d'assiduité
693866;08/12/2016;10:00;13:00;M2;PIF;3;Examen;ENVIRO. NUM. DE TRAVAIL ET POST. PROF. AVEC LE NUM. (1);IUA;IUFM_TICE;ET des dispensés d'assiduité
693866;08/12/2016;10:00;13:00;M2;MEEF 4;3;Examen;INTEG. DES TICE DANS LA SPECIALITE (1);IUA;IUFM_TICE;ET des dispensés d'assiduité
711491;05/12/2016;08:00;13:00;M2;Anglais;1;Examen;COMMENTAIRE DIRIGE CIVILISATION;E;AMPHI-E;CC2+ET
711491;05/12/2016;08:00;13:00;M2;MEEF Secondaire;1;Examen;COMMENTAIRE DIRIGE CIVILISATION;E;AMPHI-E;CC2+ET
711492;08/12/2016;08:00;13:00;M2;Anglais;1;Examen;THEME, VERSION, EXPLICATION, CHOIX TRADUCTION;E;AMPHI-E;CC+ET
711492;08/12/2016;08:00;13:00;M2;MEEF Secondaire;1;Examen;THEME, VERSION, EXPLICATION, CHOIX TRADUCTION;E;AMPHI-E;CC+ET
714139;05/12/2016;12:00;13:00;M2;Tahitien-Lettres;1;Examen;LANGUES POLYNESIENNES.TRADUCTION;IUA;TP1;CC+ET
714139;05/12/2016;12:00;13:00;M2;MEEF Secondaire;1;Examen;LANGUES POLYNESIENNES.TRADUCTION;IUA;TP1;CC+ET
702159;21/11/2016;07:30;13:20;M2;Droit;1;Examen;DROIT DU COMMERCE INTERNATIONAL;G;G2-2EQ;M1 DAE: ORAUX - DROIT DU COMMERCE INTERNATIONAL
702159;21/11/2016;07:30;13:20;M2;Droit des activités économiques;1;Examen;DROIT DU COMMERCE INTERNATIONAL;G;G2-2EQ;M1 DAE: ORAUX - DROIT DU COMMERCE INTERNATIONAL
702159;21/11/2016;07:30;13:20;;;;Examen;DROIT DU COMMERCE INTERNATIONAL;G;G2-2EQ;M1 DAE: ORAUX - DROIT DU COMMERCE INTERNATIONAL
695382;07/12/2016;13:00;13:30;M2;P1D;3;Examen;LCP;IUB;IUFM_B21;CC +ET oral jusqu'à 16h05 pendant le TD de Mme Ree
695382;07/12/2016;13:00;13:30;M2;P1D;3;Examen;LCP;IUB;IUFM_B01;CC +ET oral jusqu'à 16h05 pendant le TD de Mme Ree
695382;07/12/2016;13:00;13:30;M2;P1D;3;Examen;LCP;IUB;IUFM_B04;CC +ET oral jusqu'à 16h05 pendant le TD de Mme Ree
716259;20/04/2017;12:00;13:30;L1;LEA;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;HISTOIRE;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;GESTION;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCE;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;DROIT;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;EO;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;SVT;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;MATHS;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLF;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLF;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCER;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;DROIT;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;PC;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;GESTION;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCR;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCER;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCE;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LEA;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;GEOGRAPHIE ET AMENAGEMENT;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;SVT;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;PC;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCR;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;INFO;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;GEOGRAPHIE ET AMENAGEMENT;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LA;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LA;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;HISTOIRE;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;EO;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;INFO;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
692789;06/12/2016;08:00;14:00;M2;MEEF Secondaire;1;Examen;LETTRES. COMPOSITION FRANCAISE;IUB;IUFM_B26;CC +ET
692789;06/12/2016;08:00;14:00;M2;Tahitien-Lettres;1;Examen;LETTRES. COMPOSITION FRANCAISE;IUB;IUFM_B26;CC +ET
714671;07/12/2016;13:30;14:15;M2;PIF;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
714671;07/12/2016;13:30;14:15;M2;PAPC1;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
714671;07/12/2016;13:30;14:15;M2;PAPC2;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
714671;07/12/2016;13:30;14:15;M2;MEEF 4;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
714671;07/12/2016;13:30;14:15;M2;MEEF Primaire;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
714671;07/12/2016;13:30;14:15;M2;MEEF Secondaire;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
692684;07/12/2016;13:00;14:30;M2;Tahitien-Lettres;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B11;ET dispensés d'assiduitéSalle de préparation B 1
692684;07/12/2016;13:00;14:30;DU0;TRONC COMMUN MEEF2;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B13;ET dispensés d'assiduitéSalle de préparation B 1
692684;07/12/2016;13:00;14:30;M2;Tahitien-Lettres;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B13;ET dispensés d'assiduitéSalle de préparation B 1
692684;07/12/2016;13:00;14:30;DU0;TRONC COMMUN MEEF2;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B11;ET dispensés d'assiduitéSalle de préparation B 1
692684;07/12/2016;13:00;14:30;M2;MEEF Secondaire;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B11;ET dispensés d'assiduitéSalle de préparation B 1
692684;07/12/2016;13:00;14:30;M2;MEEF Secondaire;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B13;ET dispensés d'assiduitéSalle de préparation B 1
693656;08/12/2016;13:30;14:30;M2;P2D;3;Examen;LE CONTEXTE POLYNESIEN;IUA;IUFM_REUN;ET
693656;08/12/2016;13:30;14:30;M2;PAPC2;3;Examen;LE CONTEXTE POLYNESIEN;IUA;IUFM_REUN;ET
693656;08/12/2016;13:30;14:30;M2;PIF;3;Examen;LE CONTEXTE POLYNESIEN;IUA;IUFM_REUN;ET
700787;07/12/2016;13:30;14:30;L1;GESTION;5;Examen;MARKETING DES SERVICES ET DU TOURISME;A;AMPHIA1;L3EG: CC ASSIDUS + ET DISPENSES
704133;05/12/2016;13:00;14:30;M2;PAPC1;3;Examen;CDPC1 (1)-FRANCAIS;IUA;IUFM_REUN; CC + ET 
704133;05/12/2016;13:00;14:30;M2;MEEF Primaire;3;Examen;CDPC1 (1)-FRANCAIS;IUA;IUFM_REUN; CC + ET 
689755;28/11/2016;13:30;15:00;L1;DROIT;3;Examen;DROIT PENAL GENERAL;E;E4-1EQCL;L1 LEA 1H UNIQUEMENT DISPENSESL2 DROIT 1H30 UNIQ
689755;28/11/2016;13:30;15:00;L1;LEA;1;Examen;INTRODUCTION GENERALE AU DROIT;E;E4-1EQCL;L1 LEA 1H UNIQUEMENT DISPENSESL2 DROIT 1H30 UNIQ
690608;30/11/2016;13:00;15:00;;;;Examen;LANGUE FRANCAISE  S1;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LA;1;Examen;LANGUE FRANCAISE  S1;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LLCER;1;Examen;LANGUE FRANCAISE  S1;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;HISTOIRE;1;Examen;Langue française et expression écrite;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LLF;1;Examen;LANGUE FRANCAISE  S1;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LLCER;1;Examen;LANGUE FRANCAISE ;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LLCR;1;Examen;LANGUE FRANCAISE ;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;1;Examen;Langue française et expression écrite;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LEA;1;Examen;LANGUE FRANCAISE ET EXPRESSION ECRITE;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LLCE;1;Examen;LANGUE FRANCAISE  S1;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
691413;08/12/2016;14:00;15:00;PACES0;PACES;1;Examen;INITIATION A LA CONNAISSANCE DU MEDICAMENT (Médecine);A;AMPHIA1;PACES1-UE6:Initiation à la connaissance du médicam
691588;01/12/2016;13:30;15:00;L1;DROIT;1;Examen;INTRODUCTION GENERALE AU DROIT;A;AMPHIA1;L1 DROIT: CONTROLE CONTINU ASSIDUS ET DISPENSES
691910;07/12/2016;13:30;15:00;L1;MATHS;3;Examen;Algorithmique et Programmation Niveau 2;B;B2-4-TP;Examen
691910;07/12/2016;13:30;15:00;L1;INFO;3;Examen;Algorithmique et programmation Niveau 2;B;B2-4-TP;Examen
692090;28/11/2016;13:30;15:00;L1;INFO;3;Examen;Javascript;B;B2-3-TP;Examen
692501;21/11/2016;13:30;15:00;L1;DROIT;1;Examen;INTRODUCTION  A LA GESTION;A;AMPHIA1;L1 DROIT:CONTROLE CONTINU ASSIDUS ET DISPENSES
692511;05/12/2016;13:30;15:00;L1;DROIT;3;Examen;INSTITUTIONS EUROPEENNES;A;AMPHIA3;L2 DROIT: ET ASSIDUS + DISPENSES - Tiers-temps - 
692523;05/12/2016;13:30;15:00;L1;SVT;3;Examen;Physiologie cellulaire et de la communication;G;G3-1EQCL;Examen
692895;07/12/2016;13:30;15:00;L1;LLCER;3;Examen;DIDACTIQUE DE LA LITTERATURE S3;G;G3-1EQCL;DIDACTIQUE DE LA LITTERATURE S3
692895;07/12/2016;13:30;15:00;L1;LLCE;3;Examen;DIDACTIQUE DE LA LITTERATURE S3;G;G3-1EQCL;DIDACTIQUE DE LA LITTERATURE S3
692895;07/12/2016;13:30;15:00;L1;LA;3;Examen;DIDACTIQUE DE LA LITTERATURE S3;G;G3-1EQCL;DIDACTIQUE DE LA LITTERATURE S3
692955;01/12/2016;13:30;15:00;L1;GESTION;1;Examen;ESPAGNOL 1;B;B1-1;L1EG: Uniquement les dispensés
693002;06/12/2016;13:30;15:00;L1;GESTION;5;Examen;ANGLAIS 5;E;E1-1EQCL;L3EG: ET - Uniquement les dispensés
693101;04/01/2017;13:30;15:00;L1;DROIT;3;Examen;METHODOLOGIE DES SCIENCES SOCIALES;A;AMPHIA2;L2 DROIT: ET ASSIDUS + DISPENSES - Tiers-temps - 
693913;06/12/2016;13:30;15:00;M2;PAPC2;3;Examen;HISTOIRE GEOGRAPHIE;IUB;IUFM_B04;CC +ET Assidus et dispensés d'assiduité
693913;06/12/2016;13:30;15:00;M2;MEEF Secondaire;3;Examen;HISTOIRE GEOGRAPHIE;IUB;IUFM_B04;CC +ET Assidus et dispensés d'assiduité
695488;05/12/2016;13:00;15:00;L1;GESTION;3;Examen;CONTROLE DE GESTION;A;AMPHIA1;L2EG:CONTROLE CONTINU ASSIDUS ET DISPENSES
695498;05/12/2016;13:00;15:00;L1;LLCER;3;Examen;PREHISTOIRE OCEANIENNE;G;G2-1EQ;Assidus et non assidus
695498;05/12/2016;13:00;15:00;L1;LLCR;3;Examen;PREHISTOIRE OCEANIENNE;G;G2-1EQ;Assidus et non assidus
695512;01/12/2016;12:00;15:00;L1;LLCER;5;Examen;CYCLES HEROIQUES;E;E4-1EQCL;Assidus et non assidus
695512;01/12/2016;12:00;15:00;L1;LLCR;5;Examen;CYCLES HEROIQUES;E;E4-1EQCL;Assidus et non assidus
695535;08/12/2016;13:00;15:00;L1;LLCER;1;Examen;DIALECTOLOGIE POLYNESIENNE;B;B1-1;Non assidus uniquement
695535;08/12/2016;13:00;15:00;L1;LLCR;1;Examen;DIALECTOLOGIE POLYNESIENNE;B;B1-1;Non assidus uniquement
696175;24/11/2016;13:30;15:00;L1;DROIT;5;Examen;DROIT MATERIEL DE L'UNION EUROPEENNE;A;AMPHIA2;Examen Anticipé ASSIDUS + DISPENSES
696293;29/11/2016;12:00;15:00;L1;DROIT;5;Examen;DROIT PENAL SPECIAL ET CRIMINOLOGIE;E;AMPHI-E;CONTROLE CONTINU ASSIDUS ET DISPENSES - 
709070;01/12/2016;13:00;15:00;L1;LLCR;1;Examen;CULTURE GENERALE ;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;1;Examen;Culture générale;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;L1;LLCE;1;Examen;CULTURE GENERALE  S1;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;L1;LA;1;Examen;CULTURE GENERALE  S1;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;L1;LEA;1;Examen;CULTURE GENERALE ;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;;;;Examen;CULTURE GENERALE  S1;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;L1;HISTOIRE;1;Examen;Culture générale;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;L1;LLCER;1;Examen;CULTURE GENERALE ;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
709070;01/12/2016;13:00;15:00;L1;LLCER;1;Examen;CULTURE GENERALE  S1;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
710458;09/12/2016;13:30;15:00;M2;Anglais;1;Examen;ENSEIGNER, APPRENDRE : QUEL CADRE, QUELS ENJEUX;IUA;IUFM_REUN;CC des assidus en Reo uniquement + ET dispensés d'
715782;30/03/2017;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLF;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCER;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;SVT;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;PC;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LA;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LA;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCR;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;GESTION;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;MATHS;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCE;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;DROIT;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCER;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;HISTOIRE;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;GESTION;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;HISTOIRE;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;DROIT;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;INFO;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCR;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LEA;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;EO;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;EO;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;PC;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLCE;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LLF;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;LEA;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;SVT;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;INFO;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
717482;06/04/2017;13:30;15:00;M2;MEEF Primaire;4;Examen;CDPC1 (2)-MATHEMATIQUES;IUA;IUFM_REUN;Examen anticipé ASSIDUS et DISPENSE d'ASSIDUITE
717482;06/04/2017;13:30;15:00;M2;PAPC1;4;Examen;CDPC1 (2)-MATHEMATIQUES;IUA;IUFM_REUN;Examen anticipé ASSIDUS et DISPENSE d'ASSIDUITE
717602;28/04/2017;13:30;15:00;L1;DROIT;4;Examen;DROIT CIVIL (les biens);A;AMPHIA1;ET -
717697;27/04/2017;13:30;15:00;L1;DROIT;4;Examen;PROCEDURE PENALE;A;AMPHIA3;ET - Tiers-temps - Durée de l'épreuve 2h (13h30-
717708;27/04/2017;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;2;Examen;LVE ESPAGNOL S2;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S2
717708;27/04/2017;13:00;15:00;L1;LLCER;2;Examen;LVE ESPAGNOL S2;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S2
717708;27/04/2017;13:00;15:00;L1;HISTOIRE;2;Examen;LVE ESPAGNOL S2;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S2
717708;27/04/2017;13:00;15:00;L1;LLCR;2;Examen;LVE ESPAGNOL S2;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S2
717722;26/04/2017;13:00;15:00;L1;LLCR;4;Examen;LVE ANGLAIS S4;G;G3-1EQCL;uniquement dispenses LVE Anglais S4
717722;26/04/2017;13:00;15:00;L1;LA;4;Examen;LV ANGLAIS S4;G;G3-1EQCL;uniquement dispenses LVE Anglais S4
717722;26/04/2017;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;4;Examen;LVE ANGLAIS S4;G;G3-1EQCL;uniquement dispenses LVE Anglais S4
717722;26/04/2017;13:00;15:00;L1;LLCER;4;Examen;LVE ANGLAIS S4;G;G3-1EQCL;uniquement dispenses LVE Anglais S4
717722;26/04/2017;13:00;15:00;L1;HISTOIRE;4;Examen;LVE ANGLAIS S4;G;G3-1EQCL;uniquement dispenses LVE Anglais S4
717724;26/04/2017;13:00;15:00;L1;LLCR;4;Examen;LVE ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717724;26/04/2017;13:00;15:00;L1;LLCER;4;Examen;LV ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717724;26/04/2017;13:00;15:00;L1;LLCE;4;Examen;LV ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717724;26/04/2017;13:00;15:00;L1;HISTOIRE;4;Examen;LVE ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717724;26/04/2017;13:00;15:00;L1;LLCER;4;Examen;LVE ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717724;26/04/2017;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;4;Examen;LVE ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717724;26/04/2017;13:00;15:00;L1;LA;4;Examen;LV ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
692148;08/12/2016;13:30;15:30;L1;DROIT;3;Examen;FINANCES PUBLIQUES;A;AMPHIA3;L2 DROIT: ET ASSIDUS + DISPENSES Tiers-temps - Du
692574;08/12/2016;13:30;15:30;L1;SVT;1;Examen;Préparation au Certificat Informatique Internet (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
692574;08/12/2016;13:30;15:30;L1;LEA;3;Examen;INFORMATIQUE 1 - PREPARATION AU C2i;B;B2-4-TP;UNIQUEMENT DISPENSES C2i
692574;08/12/2016;13:30;15:30;L1;MATHS;1;Examen;Préparation au Certificat Informatique Internet (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
692574;08/12/2016;13:30;15:30;L1;PC;1;Examen;Préparation au Certificat Informatique Internet (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
692574;08/12/2016;13:30;15:30;L1;INFO;1;Examen;Préparation au Certificat Informatique Internet (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
692574;08/12/2016;13:30;15:30;L1;GESTION;3;Examen;PREPARATION AU CERTIFICAT INFORMATIQUE ET INTERNET (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
694800;10/04/2017;13:30;15:30;L1;LLCER;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - ANG;A;AMPHIA1;Examen
694800;10/04/2017;13:30;15:30;L1;LLF;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - LA;A;AMPHIA1;Examen
694800;10/04/2017;13:30;15:30;L1;LLCER;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - LP;A;AMPHIA1;Examen
694800;10/04/2017;13:30;15:30;L1;LLCE;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - ANG;A;AMPHIA1;Examen
